"PERIODE","California","Illinois","New.York","Texas"
"2021:Q3",5.43868318277791,-8.76702409738694,-7.32757062143499,-2.85445662558779
"2021:Q4",22.8559120789471,-19.353478813535,19.9193483258481,6.31617665260222
"2022:Q1",-20.6414458585442,0.882926381168581,4.96646257322038,20.0757965557179
"2022:Q2",-9.59217987735812,14.5816722041657,-4.06901271736846,-14.2512128516643
"2022:Q3",-0.241479120854393,0.871079942236541,-4.81218518486894,-0.198496076167665
"2022:Q4",6.88183671601319,-8.02465106375365,0.769643292267119,-1.90660143245154
"2023:Q1",-9.22442278864128,0.331546579099928,-12.1809029209256,25.0292662637419
"2023:Q2",14.7569657841917,4.29282996494038,-4.21847362891743,2.43825025857465
"2023:Q3",-0.564981975538537,-3.12243439274891,2.22023696725051,2.4545906348246
"2023:Q4",7.90174476972432,-12.4543072283195,13.606496144119,3.32247040267273
"2024:Q1",10.6052080415587,-22.4932131185531,5.42828524975683,9.85031329286556
"2024:Q2",7.2359826667002,-18.1052124612094,18.6773190818631,10.9023193731836
"2024:Q3",-6.36891612454544,-45.629043127726,10.9398594407107,3.76064535049956
"2024:Q4",-0.77588432338267,-3.03642429166882,-13.7265288861952,-2.77988829158708
