"PERIODE","California","Illinois","New.York","Texas"
"2022:Q1",-1.27255478061699,0.867797554356464,-0.882331053226793,0.378906749276453
"2022:Q2",-0.329041305373146,-0.478868471456195,-1.09457221651699,0.0968238025413015
"2022:Q3",0.175884113761349,0.0882572365000556,0.398433342108362,1.74898621067285
"2022:Q4",-0.27495937026849,0.506851663815411,0.0734482475857945,2.73116135560318
"2023:Q1",1.40298488924522,0.224756866103704,0.449652660577549,1.81207418842959
"2023:Q2",0.172535770452242,0.146071404991943,0.616620292053582,1.56068841434873
"2023:Q3",1.0691306114186,0.561091578334683,1.19675831307848,1.75612372023739
"2023:Q4",0.564000373965001,0.457541155356722,-0.0998149524116698,1.31019638398708
"2024:Q1",1.53093503218482,-0.44878600331888,0.603447454791883,0.0386728643487544
"2024:Q2",0.691090561012686,0.694796056181879,0.928030854719353,0.68724735001755
"2024:Q3",0.765716146861983,0.483464052071092,0.448025041298905,1.03260449625218
"2024:Q4",0.354628770674381,0.453152027602499,0.760327524728055,0.86360078158485
