"PERIODE","California","Illinois","New.York","Texas"
"2005:Q1",0,0,0,0
"2005:Q2",0.86192912080616,0.0163465866444668,0.892263236280577,-0.644493291410697
"2005:Q3",1.31098751157026,0.60771386366234,1.69185888299648,0.114616121906685
"2005:Q4",0.723189988840822,-0.0141761002755203,1.58215591767963,0.983553066692444
"2006:Q1",2.05531812194479,1.92150466587186,1.09827286020252,4.12122952747556
"2006:Q2",-0.23894159920772,0.0520530287790422,-0.839808345848603,1.4229537937636
"2006:Q3",0.588146693327118,-0.0144945609051206,-0.275528885734921,1.12878127031877
"2006:Q4",0.735138943432823,0.897563112120281,1.25154239729781,2.01853407643284
"2007:Q1",-0.481012526467239,-0.086730852756034,2.59007653273855,1.0495117134349
"2007:Q2",1.23413962884271,0.516761340229444,-2.65047374870111,1.82771499238559
"2007:Q3",1.24545663328295,0.215557605333139,0.150205489470245,0.189100146491761
"2007:Q4",1.59431276565112,0.745199337897162,-0.873097106004295,0.511322816333504
"2008:Q1",-1.59582175995663,-1.56566008882439,0.12976857444702,-1.27177809534302
"2008:Q2",2.02823686370088,0.49841570425837,-0.724965425241564,-0.255035818364036
"2008:Q3",-0.116449719132206,-0.508014683657088,0.544599722439365,0.0292659493316805
"2008:Q4",-3.68883253454619,-2.91345629407989,-2.1151496911207,1.55503114636417
"2009:Q1",-0.414201800527714,-0.819041788507135,0.820612415024691,-0.972760396118666
"2009:Q2",-1.39314535945854,0.21490987383519,4.6026135072907,-0.985536039783952
"2009:Q3",-0.271142471553887,0.433247469039344,1.16112196404554,0.480112007136491
"2009:Q4",0.507954768820795,1.28627274734008,1.62631998534675,0.914609156657953
"2010:Q1",1.04095414795999,-0.829870281191347,0.526539815956362,1.25927741288088
"2010:Q2",0.407905775389494,1.03828542642557,1.59665710796304,0.392967307582737
"2010:Q3",0.514251707993196,1.3408976252764,-1.56116787081491,0.964485860508901
"2010:Q4",2.07621771533066,0.37510510057448,-0.60662152953217,0.630504234708518
"2011:Q1",-0.472285284765483,0.230914444359165,2.01036233305043,0.890328964820775
"2011:Q2",0.451762792052968,0.750828922994096,-0.966426691150701,1.19489894575135
"2011:Q3",-0.224765549645056,-0.0888627953772314,-0.190638298126267,0.360957493057512
"2011:Q4",0.527792107575209,0.9895669168694,1.02235067822516,1.896848902744
"2012:Q1",1.35681262352314,1.95062258554657,1.41010328671722,1.46812776865968
"2012:Q2",0.47866950905302,-0.0937089694378557,1.56320665299656,1.03439300422732
"2012:Q3",0.607669845073744,-0.393752638294131,1.02046446822541,0.487738057487874
"2012:Q4",1.56723698318473,-0.80542244100652,1.11699306666342,1.86655717419502
"2013:Q1",-0.174653606674191,0.976571500345358,-2.34320679559055,1.49290530726081
"2013:Q2",1.21803121862971,-0.157299133445399,0.539471623112675,1.17089905159915
"2013:Q3",1.38668948610281,0.567861713837381,0.481240174361552,1.15522007649087
"2013:Q4",2.60047006602573,1.10059524457764,1.33630134034632,0.524044771303878
"2014:Q1",-1.09294699821749,-0.781828375891003,-0.687405332857161,-0.633242446713389
"2014:Q2",1.18176157548522,1.55556746362837,0.758023002709152,1.86139813725248
"2014:Q3",1.83714559223844,0.996242625727284,1.32774208452417,1.59327566250678
"2014:Q4",0.219531040545284,0.16622450601762,1.13353203879498,1.13224586550817
"2015:Q1",2.25802620830642,0.0780231001604292,-0.410842210331452,2.63417388491582
"2015:Q2",1.25402465734616,0.525415216172931,1.21251944507925,-0.939614723091964
"2015:Q3",0.232888643419216,0.647974017956443,0.0987185087961251,1.05666429665501
"2015:Q4",0.12071537918743,-0.400867024582219,-1.12452727037162,0.440205576628472
"2016:Q1",1.57701920539832,-0.303752776203581,2.02893863894502,-0.49330738221034
"2016:Q2",0.027562726577024,0.151767597548691,0.181744197558764,-0.273353953571132
"2016:Q3",1.48033554327096,-0.168719050484611,-0.555713871746555,0.161320614001781
"2016:Q4",0.587753318026429,0.953442356079393,0.688352844580109,-0.0825168587082814
"2017:Q1",0.976402980941771,-0.56630282454595,1.29553459456986,0.598772232578781
"2017:Q2",1.35967641533181,0.480262301068457,-0.334618082708893,0.686818107281795
"2017:Q3",1.53048949558272,0.442484387501985,0.68663471573629,1.10473204162922
"2017:Q4",1.5910873616269,0.359701049355188,1.81332172063247,1.60683889522293
"2018:Q1",0.197413529776824,1.03512660779188,0.354995879825815,1.1781000944076
"2018:Q2",1.01905906657613,0.168607068202498,0.598197774021259,1.31158407919063
"2018:Q3",1.10057590484178,0.684166527492636,0.457015597406496,0.769611481225496
"2018:Q4",0.592882247237014,0.417914139879372,-0.770709552122639,0.678941250284915
"2019:Q1",0.799341759805117,-0.514436676619745,1.32444753665428,0.25205174241556
"2019:Q2",1.51216315344431,0.411942957405387,1.12543963469527,0.993326916759685
"2019:Q3",1.19745517157828,0.911407316439217,0.294826978576879,1.98700719865279
"2019:Q4",1.1612031190694,-0.748579653145143,0.828208061995284,0.68103738461982
"2020:Q1",-1.38730969358836,-2.99106652012213,-0.699463026133706,-1.70822138219133
"2020:Q2",-8.06625826058109,-8.4817387009787,-9.24635709759514,-7.27175800536752
"2020:Q3",7.90987076502816,6.86503319271967,6.84008495155997,6.40282251291513
"2020:Q4",1.39219438096827,0.537894295137065,1.09268922282713,1.29179511077808
"2021:Q1",1.9178135483866,2.17957308279786,0.0332532884222303,1.61219527032319
"2021:Q2",1.68564164076876,1.36889188106526,2.00120943238851,1.45745499753449
"2021:Q3",1.40283765157001,0.466431655220667,1.12639950339783,0.809149354824967
"2021:Q4",1.77887350775876,1.51430684073635,2.79204074678319,1.40831239290513
